location,date,total_cases_per_million,total_deaths_per_million,population_density,gdp_per_capita,life_expectancy,human_development_index
United Kingdom,2023-04-20,363964.498,3349.186,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-21,363992.42,3350.386,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-22,364017.084,3351.453,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-23,364039.318,3352.727,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-24,364058.797,3353.541,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-25,364082.275,3354.623,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-26,364110.508,3355.348,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-27,364137.112,3356.252,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-28,364162.887,3357.17,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-29,364187.431,3357.941,272.898,39753.244,81.32,0.932
United Kingdom,2023-04-30,364209.547,3358.741,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-01,364229.53,3359.526,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-02,364250.164,3360.148,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-03,364276.649,3360.903,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-04,364305.727,3361.777,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-05,364330.524,3362.503,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-06,364354.58,3363.303,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-07,364374.014,3363.984,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-08,364389.138,3364.68,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-09,364406.913,3365.48,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-10,364428.259,3366.043,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-11,364451.53,3366.577,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-12,364472.401,3367.184,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-13,364491.717,3367.999,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-14,364507.004,3368.724,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-15,364519.906,3369.198,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-16,364536.319,3369.643,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-17,364554.775,3370.117,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-18,364571.973,3370.857,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-19,364588.43,3371.583,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-20,364604.058,3372.131,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-21,364617.997,3372.828,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-22,364629.58,3373.272,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-23,364643.86,3373.761,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-24,364661.517,3374.338,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-25,364678.255,3374.798,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-26,364693.468,3375.301,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-27,364706.622,3375.672,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-28,364718.117,3376.323,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-29,364727.33,3376.871,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-30,364737.196,3377.242,272.898,39753.244,81.32,0.932
United Kingdom,2023-05-31,364749.313,3377.597,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-01,364762.141,3378.101,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-02,364775.605,3378.427,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-03,364786.508,3378.901,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-04,364796.047,3379.271,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-05,364803.898,3379.745,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-06,364813.808,3380.13,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-07,364826.858,3380.456,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-08,364839.538,3380.812,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-09,364850.973,3381.167,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-10,364860.453,3381.523,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-11,364868.556,3381.804,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-12,364874.866,3382.145,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-13,364883.339,3382.574,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-14,364893.338,3383.034,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-15,364901.929,3383.434,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-16,364909.691,3383.878,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-17,364916.357,3384.219,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-18,364922.179,3384.574,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-19,364927.822,3384.796,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-20,364933.555,3385.078,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-21,364940.472,3385.389,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-22,364946.931,3385.67,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-23,364952.989,3385.922,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-24,364958.885,3386.055,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-25,364963.714,3386.278,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-26,364967.936,3386.47,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-27,364972.868,3386.781,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-28,364978.008,3386.929,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-29,364982.896,3387.196,272.898,39753.244,81.32,0.932
United Kingdom,2023-06-30,364987.933,3387.315,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-01,364992.214,3387.522,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-02,364996.213,3387.803,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-03,364999.754,3387.996,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-04,365004.197,3388.203,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-05,365009.96,3388.307,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-06,365015.174,3388.455,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-07,365021.084,3388.633,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-08,365026.639,3388.811,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-09,365032.579,3388.914,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-10,365037.63,3389.048,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-11,365043.97,3389.166,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-12,365051.406,3389.329,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-13,365058.842,3389.462,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-14,365065.923,3389.581,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-15,365072.944,3389.803,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-16,365078.706,3389.877,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-17,365084.409,3390.025,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-18,365090.704,3390.144,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-19,365099.326,3390.262,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-20,365108.198,3390.425,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-21,365116.168,3390.618,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-22,365124.7,3390.662,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-23,365132.299,3390.84,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-24,365139.217,3390.958,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-25,365147.393,3391.121,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-26,365157.999,3391.255,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-27,365169.198,3391.418,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-28,365180.041,3391.655,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-29,365190.602,3391.847,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-30,365201.579,3392.084,272.898,39753.244,81.32,0.932
United Kingdom,2023-07-31,365212.244,3392.277,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-01,365225.131,3392.425,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-02,365239.485,3392.677,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-03,365253.853,3392.943,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-04,365267.866,3393.24,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-05,365281.642,3393.417,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-06,365295.092,3393.61,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-07,365306.854,3393.936,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-08,365321.118,3394.232,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-09,365338.686,3394.425,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-10,365357.854,3394.632,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-11,365376.356,3394.839,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-12,365393.909,3395.343,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-13,365410.292,3395.699,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-14,365425.505,3396.247,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-15,365442.199,3396.573,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-16,365461.974,3396.973,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-17,365481.453,3397.328,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-18,365500.813,3397.817,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-19,365519.492,3398.335,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-20,365536.882,3398.75,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-21,365552.095,3399.431,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-22,365569.397,3399.92,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-23,365590.935,3400.365,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-24,365612.384,3400.853,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-25,365632.544,3401.239,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-26,365652.052,3401.668,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-27,365670.02,3402.127,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-28,365685.322,3402.468,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-29,365701.779,3402.927,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-30,365721.584,3403.253,272.898,39753.244,81.32,0.932
United Kingdom,2023-08-31,365746.084,3403.816,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-01,365773.014,3404.349,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-02,365798.937,3404.675,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-03,365825.126,3405.046,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-04,365848.367,3405.564,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-05,365876.749,3406.112,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-06,365910.877,3406.601,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-07,365944.058,3407.282,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-08,365975.95,3407.934,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-09,366005.013,3408.527,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-10,366031.513,3409.297,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-11,366054.236,3409.949,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-12,366080.41,3410.645,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-13,366111.488,3411.208,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-14,366139.617,3411.785,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-15,366164.873,3412.496,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-16,366190.307,3413.148,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-17,366213.311,3413.785,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-18,366234.553,3414.185,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-19,366260.535,3414.718,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-20,366292.545,3415.355,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-21,366325.163,3415.992,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-22,366356.566,3416.614,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-23,366386.281,3417.118,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-24,366414.203,3417.725,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-25,366439.652,3418.273,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-26,366472.018,3418.866,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-27,366513.242,3419.473,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-28,366557.236,3419.962,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-29,366600.119,3420.703,272.898,39753.244,81.32,0.932
United Kingdom,2023-09-30,366637.803,3421.414,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-01,366672.273,3422.006,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-02,366703.306,3422.717,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-03,366741.212,3423.458,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-04,366781.444,3424.139,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-05,366821.957,3424.732,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-06,366859.048,3425.472,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-07,366893.118,3426.272,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-08,366925.321,3427.102,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-09,366950.429,3428.005,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-10,366981.699,3428.805,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-11,367015.916,3429.561,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-12,367046.831,3430.346,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-13,367075.745,3431.279,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-14,367099.164,3431.99,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-15,367121.739,3432.494,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-16,367138.685,3433.234,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-17,367157.009,3434.019,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-18,367178.961,3434.671,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-19,367200.381,3435.53,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-20,367221.519,3436.404,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-21,367241.605,3437.352,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-22,367259.069,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-23,367272.119,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-24,367286.991,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-25,367304.811,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-26,367322.483,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-27,367337.918,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-28,367353.323,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-29,367367.573,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-30,367378.772,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-10-31,367391.629,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-01,367407.064,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-02,367421.418,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-03,367434.439,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-04,367446.615,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-05,367457.754,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-06,367466.553,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-07,367476.774,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-08,367488.461,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-09,367500.267,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-10,367510.429,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-11,367516.576,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-12,367519.064,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-13,367522.383,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-14,367530.381,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-15,367539.565,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-16,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-17,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-18,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-19,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-20,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-21,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-22,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-23,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-24,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-25,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-26,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-27,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-28,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-29,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-11-30,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-01,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-02,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-03,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-04,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-05,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-06,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-07,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-08,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-09,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-10,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-11,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-12,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-13,367545.15,3438.241,272.898,39753.244,81.32,0.932
United Kingdom,2023-12-14,367545.15,3438.241,272.898,39753.244,81.32,0.932
